isbn,author,author_url,book_url,author_id
9791165343729.0,이미예,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%9d%b4%eb%af%b8%ec%98%88@7889680&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=275874708,2033.0
9791165347734.0,김지윤,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b9%80%ec%a7%80%ec%9c%a4@9474268&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=321318968,2415.0
9791167374486.0,배수아,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%eb%b0%b0%ec%88%98%ec%95%84@18193&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=343166605,47.0
9791191824001.0,김초엽,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b9%80%ec%b4%88%ec%97%bd@6165280&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=276926308,318.0
9791172130879.0,하승민,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ed%95%98%ec%8a%b9%eb%af%bc@7904494&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=343167815,1935.0
9791196660369.0,박혜원,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%eb%b0%95%ed%98%9c%ec%9b%90@2698951&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=348267541,
9791193078273.0,김아인,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b9%80%ec%95%84%ec%9d%b8@9975424&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=346464656,2416.0
9788937473166.0,최진영,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%b5%9c%ec%a7%84%ec%98%81@1692294&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=112811885,395.0
9788954658164.0,정해연,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%a0%95%ed%95%b4%ec%97%b0@2541610&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=343623188,114.0
9791167902580.0,조예은,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%a1%b0%ec%98%88%ec%9d%80@7210894&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=342863840,444.0
9791194246442.0,이미예,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%9d%b4%eb%af%b8%ec%98%88@7889680&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=352924466,2033.0
9791193235225.0,이선영,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%9d%b4%ec%84%a0%ec%98%81@1611253&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=343139379,351.0
9788960908925.0,박완서,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%eb%b0%95%ec%99%84%ec%84%9c@16795&BranchType=1/,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=343903324,56.0
9791193710609.0,김이정,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b9%80%ec%9d%b4%ec%a0%95@6738&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=347127961,2417.0
9791189015381.0,문목하,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%eb%ac%b8%eb%aa%a9%ed%95%98@6478510&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=175316311,
9791168341630.0,정보라,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%a0%95%eb%b3%b4%eb%9d%bc@39320&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=332996851,924.0
9791197021688.0,김영하,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b9%80%ec%98%81%ed%95%98@6210&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=249404000,49.0
9791141600785.0,김화진,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b9%80%ed%99%94%ec%a7%84@8249640&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=341329610,578.0
9791193235263.0,고수리,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b3%a0%ec%88%98%eb%a6%ac@5036047&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=350404310,2418.0
9791172131524.0,이기호,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%9d%b4%ea%b8%b0%ed%98%b8@89953&BranchType=1/,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=351833090,261.0
9788954646079.0,김애란,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b9%80%ec%95%a0%eb%9e%80@210854&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=111454737,61.0
9791160405750.0,최진영,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%b5%9c%ec%a7%84%ec%98%81@1692294&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=324968136,395.0
9791170611844.0,이희주,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%9d%b4%ed%9d%ac%ec%a3%bc@5259391&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=348187578,448.0
9788927806936.0,한강,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ed%95%9c%ea%b0%95@49154&BranchType=1/,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=69603053,193.0
9788954680004.0,김연수,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b9%80%ec%97%b0%ec%88%98@72526&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=302118006,44.0
9791165702670.0,안세화,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%95%88%ec%84%b8%ed%99%94@5346150&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=342614457,2419.0
9791168127012.0,구병모,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b5%ac%eb%b3%91%eb%aa%a8@962500&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=312732931,282.0
9791193282151.0,이설,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%9d%b4%ec%84%a4@9738751&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=345305341,2408.0
9791194192114.0,문정,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%eb%ac%b8%ec%a0%95@10046711&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=352955610,
9791162203392.0,구병모,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b5%ac%eb%b3%91%eb%aa%a8@962500&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=337280683,282.0
9791196722012.0,김연수,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b9%80%ec%97%b0%ec%88%98@72526&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=319554350,44.0
9791168340947.0,정보라,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%a0%95%eb%b3%b4%eb%9d%bc@39320&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=314843468,924.0
9788937454677.0,이혁진,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%9d%b4%ed%98%81%ec%a7%84@5223881&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=330014510,2420.0
9788932042824.0,서장원,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%84%9c%ec%9e%a5%ec%9b%90@8249666&BranchType=1/,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=340702414,317.0
9791167902627.0,김멜라,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b9%80%eb%a9%9c%eb%9d%bc@7508906&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=343908009,320.0
9788960908963.0,조우리,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%a1%b0%ec%9a%b0%eb%a6%ac@7514773&BranchType=1/,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=348498344,403.0
9791193024782.0,조예은,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%a1%b0%ec%98%88%ec%9d%80@7210894&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=343543700,444.0
9791191891287.0,윤정은,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%9c%a4%ec%a0%95%ec%9d%80@800900&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=329514317,2421.0
9791166687914.0,이규락,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%9d%b4%ea%b7%9c%eb%9d%bd@7285344&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=342736985,
9788932039237.0,임솔아,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%9e%84%ec%86%94%ec%95%84@2844344&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=284167087,323.0
