isbn,title,publishDate,author_id,author_name,publisher_id,publisher_name,price,pageCount,size,weight,rating,shortReviewCount,fullReviewCount,records,label
9791161952314 ,내리실 역은 삼랑진역입니다,2024-12-11,2558,오서,62,씨큐브,17000,302,26800,393,9.5,2,18,,1
9791162203392 ,아가미 (리커버),2018-03-30,282,구병모,23,위즈덤하우스,14800,220,24064,308,8.6,60,54,"테마문학 주간 42위, 소설/시/희곡 top100 9주",1
9791162950333 ,빨치산의 딸 1,2023-06-30,390,정지아,63,필맥,15000,384,31920,499,9,1,1,,1
9791162950340 ,빨치산의 딸 2,2023-06-30,390,정지아,63,필맥,15000,376,31920,489,9,,2,,1
9791163161479 ,"한성부, 달 밝은 밤에",2021-03-10,1965,김이삭,64,고즈넉이엔티,15000,444,30450,577,9.2,6,9,,1
9791163164883 ,청년 주부 구운몽,2023-02-15,2009,강선우,64,고즈넉이엔티,15000,312,24064,328,9.8,1,10,,1
9791163165941 ,당신의 비밀,2024-09-30,2003,이종관,64,고즈넉이엔티,16800,424,27675,551,9.7,1,12,,1
9791163169758 ,감찰무녀전,2024-01-08,1965,김이삭,64,고즈넉이엔티,17500,472,30450,614,9.4,2,21,,1
9791163501190 ,찢어진 종잇조각의 신,2024-06-15,329,듀나,65,단비,17000,304,27930,395,8,2,,,1
9791164050710 ,"안녕, 인공존재!",2020-07-10,189,배명훈,18,북하우스,17500,304,24064,388,10,3,3,,1
9791164052011 ,미래과거시제,2023-03-21,189,배명훈,18,북하우스,16800,344,26600,400,9.4,15,63,,1
9791164052455 ,청혼,2024-04-25,189,배명훈,18,북하우스,15000,164,22936,230,9.5,3,48,,1
9791164161874 ,더 미스터리 2,2023-12-31,2475,철멍뭉(장철훈),66,부커,14000,168,32528,297,0,,,호러.공포소설 주간 48위,1
9791164798728 ,더블,2023-01-10,114,정해연,67,해피북스투유,16000,364,26999,432,7.9,6,11,한국 추리/미스터리소설 주간 32위,1
9791164798926 ,환상서점 (윈터 에디션),2023-02-28,2452,소서림,67,해피북스투유,15500,312,26999,366,8.7,47,57,,1
9791165300005 ,목소리를 드릴게요,2020-01-06,60,정세랑,68,아작,14800,272,26989,319,9,118,35,,1
9791165341909 ,달러구트 꿈 백화점,2020-07-08,2033,이미예,69,팩토리나인,13800,300,26800,357,8.1,277,144,"한국판타지/환상소설 주간 35위, 종합 1위 3주",1
9791165343729 ,달러구트 꿈 백화점 2,2021-07-27,2033,이미예,69,팩토리나인,13800,308,26800,359,9.1,69,68,,1
9791165345204 ,책들의 부엌,2022-05-12,2509,김지혜,69,팩토리나인,14500,296,26800,372,8.7,37,102,,1
9791165345839 ,악마의 계약서는 만기 되지 않는다,2022-08-12,2037,리러하,69,팩토리나인,14500,320,26800,401,9.5,10,62,"한국 추리/미스터리소설 주간 18위, 종합 top100 3주",1
9791165347734 ,연남동 빙굴빙굴 빨래방,2023-08-18,2415,김지윤,69,팩토리나인,16800,372,26800,466,9.7,13,57,,1
9791165348144 ,악의 유전학,2023-09-20,2042,임야비,29,쌤앤파커스,15000,272,28350,422,9.5,7,59,,1
9791165348274 ,죽은 남편이 돌아왔다 1,2023-11-20,2038,제인도,69,팩토리나인,15800,504,26800,655,9.7,,13,한국 추리/미스터리소설 주간 30위,1
9791165348281 ,죽은 남편이 돌아왔다 2,2023-11-20,2038,제인도,69,팩토리나인,15800,488,26800,585,9.2,2,11,,1
9791165349547 ,금붕어 룰렛,2024-04-23,2008,오윤희,69,팩토리나인,16800,408,26800,530,9.6,2,33,,1
9791165508340 ,어떤 물질의 사랑,2020-07-20,364,천선란,68,아작,14800,336,26989,369,8.7,29,16,"한국 과학소설 주간 39위, 종합 top100 2주",1
9791165508845 ,얼마나 닮았는가,2020-10-31,94,김보영,68,아작,14800,384,26989,425,8.8,26,8,,1
9791165700171 ,가슴 뛰는 소설,2020-08-21,395,최진영,70,창비교육,16000,328,31080,525,8.6,9,8,,1
9791165700652 ,기억하는 소설,2021-05-21,147,강영숙,70,창비교육,16000,264,31080,426,9.4,12,40,,1
9791165700812 ,숨 쉬는 소설,2021-08-27,395,최진영,70,창비교육,16000,260,31080,360,9.9,10,10,"청소년 주간 29위, 청소년 top100 14주",1
9791165701222 ,여행하는 소설,2022-03-25,2451,장류진,70,창비교육,16000,244,31080,317,9.5,6,3,,1
9791165701789 ,손 흔드는 소설,2022-12-31,540,최은영,70,창비교육,17000,248,31080,322,0,,,,1
9791165702069 ,꼬리와 파도,2023-03-27,2063,강석희,70,창비교육,14500,260,30030,365,9.6,15,62,,1
9791165702137 ,함께 걷는 소설,2023-04-28,304,백수린,70,창비교육,17000,244,31080,317,9.6,6,25,,1
9791165702144 ,끌어안는 소설,2023-05-08,390,정지아,70,창비교육,17000,220,31080,286,9.6,8,24,,1
9791165702175 ,연결하는 소설,2023-06-23,61,김애란,70,창비교육,17000,252,31080,383,9.5,8,28,,1
9791165702199 ,스터디 위드 X,2023-07-03,2064,권여름,70,창비교육,14500,204,30030,265,9.6,13,81,,1
9791165702236 ,공존하는 소설,2023-09-01,188,안보윤,70,창비교육,17000,272,31080,354,9.7,3,28,"성장문학 주간 19위, 청소년 top100 6주",1
9791165702359 ,방황하는 소설,2023-12-22,390,정지아,70,창비교육,17000,256,31080,333,9.6,3,30,,1
9791165702670 ,너의 여름에 내가 닿을게,2024-07-08,2419,안세화,70,창비교육,14500,228,30030,313,9.7,27,43,,1
9791165702816 ,시작하는 소설,2024-11-08,184,윤성희,70,창비교육,17000,240,31080,391,9.7,3,16,,1
9791165793203 ,화이트블러드,2020-12-17,923,임태운,14,시공사,16800,360,29455,460,9.5,14,17,,1
9791165797102 ,기억 서점,2021-10-08,149,정명섭,14,시공사,13800,284,26390,392,8.4,3,16,,1
9791166686603 ,다섯 번째 감각,2022-02-10,94,김보영,68,아작,18000,440,26989,480,9,25,6,"과학소설(SF) 주간 43위, 종합 top100 4주",1
9791166687204 ,종의 기원담,2023-06-14,94,김보영,68,아작,16800,320,26989,361,9.2,9,6,"과학소설(SF) 주간 46위, 소설/시/희곡 top100 10주",1
9791166687372 ,개의 설계사,2023-06-26,332,단요,68,아작,16800,336,26989,378,9.3,12,7,,1
9791166687389 ,공산주의자가 온다!,2023-08-08,2441,이신주,68,아작,16800,360,26989,410,9.2,,16,한국 과학소설 주간 36위,1
9791166833281 ,스피드,2022-08-05,2076,권석,71,&(앤드),14000,288,26325,374,8,1,5,,1
9791166836008 ,어두운 물,2024-06-26,572,전건우,71,&(앤드),15000,288,24700,374,9.7,9,14,호러.공포소설 주간 42위,1
9791166836114 ,"당신이 가장 위험한 곳, 집",2023-07-25,572,전건우,71,&(앤드),14000,232,24700,302,9.4,7,26,,1
9791166838248 ,이웃집 소시오패스의 사정,2024-04-01,444,조예은,71,&(앤드),15000,288,24700,374,9.6,5,17,호러.공포소설 주간 44위,1
9791166839320 ,카스트라토 : 거세당한 자,2024-09-15,2410,표창원,71,&(앤드),18000,424,31080,551,9.2,4,15,"한국 추리/미스터리소설 주간 45위, 소설/시/희곡 top100 3주",1
9791167140661 ,사랑과 혁명 1,2023-09-20,29,김탁환,30,해냄,18800,628,28700,816,9.5,7,7,,1
9791167140678 ,사랑과 혁명 2,2023-09-20,29,김탁환,30,해냄,18800,488,28700,634,10,3,5,,1
9791167140685 ,사랑과 혁명 3,2023-09-20,29,김탁환,30,해냄,18800,452,28700,588,9,,2,,1
9791167140708 ,죽어나간 시간을 위한 애도,2023-10-10,53,김홍신,30,해냄,17800,356,28700,463,9.2,6,8,,1
9791167140722 ,황금종이 1,2023-11-21,15,조정래,30,해냄,18500,328,25090,459,9.4,12,27,,1
9791167140739 ,황금종이 2,2023-11-21,15,조정래,30,해냄,18500,304,25090,426,9.4,6,19,,1
9791167370280 ,완전한 행복,2021-06-08,50,정유정,20,은행나무,17800,524,31500,716,8.5,252,145,,1
9791167370624 ,"재인, 재욱, 재훈 (리커버 에디션)",2021-09-16,60,정세랑,20,은행나무,12000,172,25870,291,9.5,173,12,,1
9791167371898 ,여름과 루비,2022-07-15,2422,박연준,20,은행나무,17000,264,24064,347,9.6,16,26,,1
9791167372017 ,재수사 1,2022-08-22,400,장강명,20,은행나무,16000,408,30160,530,8.5,30,31,,1
9791167372024 ,재수사 2,2022-08-22,400,장강명,20,은행나무,16000,412,30160,536,8.6,22,11,,1
9791167372253 ,이국에서,2022-09-29,247,이승우,20,은행나무,16000,356,27675,463,9.2,10,10,,1
9791167372703 ,나의 아름다운 날들,2023-02-13,390,정지아,20,은행나무,16000,356,27675,431,9.8,8,17,,1
9791167372864 ,구의 증명,2023-04-26,395,최진영,20,은행나무,12000,192,24064,326,7.8,52,28,"소설/시/희곡 주간 78위, 종합 top100 28주",1
9791167372895 ,취미는 사생활,2023-04-26,2409,장진영,20,은행나무,13000,208,24064,337,9.2,12,11,,1
9791167373076 ,젊은 근희의 행진,2023-05-30,331,이서수,20,은행나무,15000,344,27675,419,9.5,24,18,,1
9791167373441 ,낙원은 창백한 손으로,2023-08-28,649,박영,20,은행나무,16800,354,27675,435,9.6,5,44,,1
9791167373618 ,불타는 작품,2023-10-12,274,윤고은,20,은행나무,16800,340,26650,458,9.1,9,21,,1
9791167373885 ,분지의 두 여자,2023-12-31,147,강영숙,20,은행나무,16800,232,27675,351,9.6,1,10,,1
9791167374059 ,어쩌다 노산,2024-04-05,2570,김하율,20,은행나무,16800,204,24064,286,9.8,6,5,,1
9791167374134 ,브레이브 뉴 휴먼,2024-04-29,295,정지돈,20,은행나무,15000,204,24064,334,4.9,30,6,,1
9791167374219 ,너의 얼굴,2024-04-15,950,이충걸,20,은행나무,17000,420,26650,546,9.1,1,8,,1
9791167374233 ,247의 모든 것,2024-05-10,440,김희선,20,은행나무,16800,224,27675,284,9.3,3,12,,1
9791167374288 ,안티 사피엔스,2024-05-17,43,이정명,20,은행나무,17000,304,27675,400,9.6,7,21,,1
9791167374325 ,새벽의 그림자,2024-06-07,2513,최유안,20,은행나무,16800,224,24064,224,10,,9,,1
9791167374363 ,폐월; 초선전,2024-07-01,406,박서련,20,은행나무,16800,244,27675,317,8.9,7,16,,1
9791167374462 ,"소설, 한국을 말하다",2024-08-13,400,장강명,20,은행나무,16800,248,24064,395,9.3,8,14,,1
9791167374486 ,속삭임 우묵한 정원,2024-07-23,47,배수아,20,은행나무,17000,364,27675,473,8,10,5,,1
9791167374561 ,영원한 천국,2024-08-28,50,정유정,20,은행나무,19800,524,29400,651,8.6,50,30,,1
9791167374752 ,바우키스의 말,2024-10-10,47,배수아,20,은행나무,17000,292,27675,367,8.8,6,12,,1
9791167763679 ,황태자비 납치사건 (리커버 에디션),2024-06-26,46,김진명,72,이타북스,16800,456,27200,593,10,1,12,,1
9791167763686 ,무궁화꽃이 피었습니다 1,2023-04-28,46,김진명,72,이타북스,16800,464,27200,603,9.8,1,15,,1
9791167763693 ,무궁화꽃이 피었습니다 2,2023-04-28,46,김진명,72,이타북스,16800,464,27200,603,9.3,1,5,,1
9791167763983 ,푸틴을 죽이는 완벽한 방법,2023-09-20,46,김진명,72,이타북스,18800,408,27200,530,8.7,20,51,,1
9791167900821 ,므레모사,2021-12-25,318,김초엽,35,현대문학,14000,204,18928,286,8.4,34,27,,1
9791167901347 ,이토록 아름다운 세상에서,2022-10-28,2485,고호관,35,현대문학,16000,388,24064,358,9.8,46,8,,1
9791167901354 ,랑과 나의 사막,2022-10-25,364,천선란,35,현대문학,15000,160,18928,237,9.2,14,27,"과학소설(SF) 주간 24위, 종합 top100 3주",1
9791167901507 ,몸과 여자들,2022-12-25,331,이서수,35,현대문학,13000,140,18928,216,8.4,12,19,,1
9791167902160 ,풀업,2023-08-25,314,강화길,35,현대문학,14000,128,18928,210,9.1,4,19,,1
9791167902184 ,망각의 도시,2023-10-25,1827,김동식,35,현대문학,16000,328,24064,323,9.5,5,3,,1
9791167902214 ,밤이 오면 우리는,2023-09-25,924,정보라,35,현대문학,14000,140,18928,196,9.6,1,4,,1
9791167902375 ,미래의 조각,2023-12-07,401,정영수,35,현대문학,15000,300,33896,420,9,7,1,,1
9791167902412 ,케이크 손,2023-12-25,332,단요,35,현대문학,15000,212,18928,297,9.3,8,22,,1
9791167902436 ,뜨거운 유월의 바다와 중독자들,2024-01-25,278,이장욱,35,현대문학,14000,184,18928,258,8.9,7,20,,1
9791167902498 ,완장 (출간 40주년 기념 특별판),2024-03-20,266,윤흥길,35,현대문학,16800,400,26600,524,9.7,2,16,2000년대 이전 한국소설 주간 29위,1
9791167902504 ,페이스,2024-03-25,422,이희영,35,현대문학,15000,192,18928,269,9.5,3,25,,1
9791167902535 ,행간을 걷다,2024-04-25,288,김솔,35,현대문학,15000,220,18928,308,9.9,2,14,,1
9791167902580 ,적산가옥의 유령,2024-06-25,444,조예은,35,현대문학,15000,212,18928,297,9.7,11,24,"호러.공포소설 주간 10위, 종합 top100 3주",1
9791167902627 ,환희의 책,2024-07-25,320,김멜라,35,현대문학,15000,220,18928,308,9.9,5,24,,1
9791167902696 ,언더 더 독,2024-09-25,325,황모과,35,현대문학,15000,164,18928,230,9.9,,14,,1
9791167902740 ,세상 모든 곳의 전수미,2024-10-25,188,안보윤,35,현대문학,15000,196,18928,274,9.5,4,25,,1
9791167902788 ,녹일 수 있다면,2024-11-15,2437,임고을,35,현대문학,14000,200,28700,260,9.6,2,18,,1
9791167902863 ,좋아하는 마음 없이,2024-12-05,327,김지연,35,현대문학,15000,288,23684,314,10,4,2,,1
9791167902887 ,부적격자의 차트,2024-12-25,1942,연여름,35,현대문학,15000,176,18928,246,9.6,5,26,한국 과학소설 주간 34위,1
9791168011267 ,너의 바다가 되어,2021-10-12,2538,고상만,73,크루,14800,248,25004,347,9.7,11,42,,1
9791168123151 ,디 아이돌,2022-06-15,2514,서귤,23,위즈덤하우스,14800,276,23124,354,10,,5,,1
9791168127012 ,파쇄,2023-03-08,282,구병모,23,위즈덤하우스,13000,96,18000,184,8.5,24,21,"소설/시/희곡 주간 39위, 종합 top100 4주",1
9791168127081 ,백 명 버튼,2023-04-12,1827,김동식,23,위즈덤하우스,13000,68,18000,158,8.8,2,3,,1
9791168127104 ,나의 미치광이 이웃,2023-05-17,552,이소호,23,위즈덤하우스,13000,120,18000,206,9.7,,6,,1
9791168127128 ,만조를 기다리며,2023-05-17,444,조예은,23,위즈덤하우스,13000,132,18000,219,8.4,7,15,,1
9791168127166 ,10초는 영원히,2023-06-14,325,황모과,23,위즈덤하우스,13000,92,18000,184,9.6,3,7,,1
9791168127289 ,잠이 오나요,2023-09-13,322,이유리,23,위즈덤하우스,13000,76,18000,166,9.4,2,5,,1
9791168127319 ,2학기 한정 도서부,2023-10-11,1942,연여름,23,위즈덤하우스,13000,120,18000,210,9.8,2,8,,1
9791168127357 ,첫사랑이 언니에게 남긴 것,2023-11-08,331,이서수,23,위즈덤하우스,13000,116,18000,187,10,,5,,1
9791168127425 ,소녀는 따로 자란다,2023-12-13,2527,안담,23,위즈덤하우스,13000,68,18000,286,9.1,7,5,,1
9791168127500 ,오로라,2024-02-21,395,최진영,23,위즈덤하우스,13000,88,18000,123,8.7,7,18,,1
9791168340930 ,해저도시 타코야키,2023-03-27,1896,김청귤,74,래빗홀,15000,272,22560,278,9.5,34,37,,1
9791168340947 ,저주토끼,2023-04-13,924,정보라,74,래빗홀,15800,356,26800,463,8.2,22,35,"호러.공포소설 주간 11위, 종합 top100 2주",1
9791168341197 ,말 없는 자들의 목소리,2023-08-15,325,황모과,74,래빗홀,15000,272,22560,272,9.8,11,45,,1
9791168341326 ,오늘 밤 황새가 당신을 찾아갑니다,2023-09-20,2075,이경,74,래빗홀,15000,304,22560,304,9.6,11,75,,1
9791168341432 ,화성과 나,2023-11-14,189,배명훈,74,래빗홀,15800,304,26800,395,9.6,16,103,,1
9791168341630 ,지구 생물체는 항복하라,2024-01-29,924,정보라,74,래빗홀,16800,268,26800,348,9.5,27,104,,1
9791168341760 ,갈아 만든 천국,2024-03-06,543,심너울,74,래빗홀,16800,288,26800,374,9.6,15,47,,1
9791168341821 ,영원한 저녁의 연인들,2024-04-08,546,서윤빈,74,래빗홀,16800,264,26800,343,9.8,9,72,,1
9791168341968 ,천지신명은 여자의 말을 듣지 않지,2024-06-12,1965,김이삭,74,래빗홀,16800,304,22560,311,9.6,8,46,"호러.공포소설 주간 24위, 소설/시/희곡 top100 3주",1
9791168342095 ,좋아하길 잘했어,2024-07-10,2074,김원우,74,래빗홀,16800,328,22560,335,9.7,5,33,,1
9791168342316 ,앨리스와의 티타임,2024-10-15,418,정소연,74,래빗홀,16800,344,22560,354,9.7,4,18,,1
9791168342408 ,피와 기름,2024-11-22,332,단요,74,래빗홀,18000,428,26800,508,9.8,4,32,액션/스릴러소설 주간 39위,1
9791168342569 ,너의 유토피아,2025-01-15,924,정보라,74,래빗홀,17500,372,26800,484,9.6,13,37,"소설/시/희곡 주간 89위, 종합 top100 9주",1
9791169083812 ,분실물이 돌아왔습니다,2024-02-21,301,김혜정,75,오리지널스,16000,312,24064,333,9.8,10,18,,1
9791169811248 ,똑같은 얼굴,2023-02-20,2522,조규미,22,사계절,11000,176,32625,334,9.3,3,12,,1
9791169811279 ,알래스카 한의원,2023-03-30,2470,이소영,22,사계절,15000,304,26650,440,9.6,16,60,,1
9791169811545 ,세계는 이렇게 바뀐다,2023-09-05,332,단요,22,사계절,15000,224,21620,340,9.6,10,50,,1
9791169811903 ,먼지가 되어,2024-04-29,2113,김아직,22,사계절,14000,192,22184,229,9.6,4,19,,1
9791169812108 ,점거당한 집,2024-08-30,2114,최수진,22,사계절,15000,200,21620,315,9.3,,12,,1
9791170321019 ,2024 신춘문예 당선소설집,2024-01-26,2494,임희강,76,한국소설가협회,20000,542,34200,774,9,2,,,1
9791170402480 ,모든 사람에 대한 이론,2024-01-12,2471,이하진,77,열림원,17000,376,24064,376,9.6,,20,,1
9791170403012 ,2024 제1회 림 문학상 수상작품집,2024-12-10,2584,성수진,77,열림원,15000,176,27950,230,9.1,1,7,,1
9791170520634 ,언제나 밤인 세계,2022-04-29,165,하지은,53,황금가지,16800,428,24064,475,9.4,23,13,,1
9791170522386 ,달빛수사,2023-11-10,1942,연여름,53,황금가지,17000,448,24064,448,9.6,6,18,,1
9791170610106 ,푸른 살,2023-07-03,2536,이태제,78,북다,15000,304,26600,358,9.7,13,32,,1
9791170610120 ,소심한 사람들만 남았다,2023-06-30,171,김이환,78,북다,14000,260,26000,338,8.9,6,26,,1
9791170610311 ,이효석문학상 수상작품집 2023,2023-09-01,188,안보윤,78,북다,15000,336,31175,439,9.4,13,61,,1
9791170610892 ,완전 부부 범죄,2024-01-18,1331,황세연,78,북다,15500,320,26600,378,9.6,6,58,,1
9791170611028 ,누굴 죽였을까,2024-02-28,114,정해연,78,북다,15500,328,23680,350,8.6,11,26,,1
9791170611110 ,2024 제11회 교보문고 스토리대상 단편 수상작품집,2024-03-18,2564,김민경,78,북다,12800,208,26650,294,9.7,1,45,,1
9791170611127 ,꿈으로 갈게,2024-03-25,923,임태운,78,북다,16800,548,24064,562,9.6,,23,,1
9791170611462 ,지옥의 설계자,2024-06-17,2492,경민선,78,북다,15500,264,26600,343,9.3,1,17,,1
9791170611509 ,mymy,2024-06-27,2432,강진아,78,북다,16800,264,22184,281,9.6,5,30,한국 추리/미스터리소설 주간 47위,1
9791170611523 ,개를 데리고 다니는 남자,2024-06-28,578,김화진,78,북다,6500,92,18920,94,9.7,10,27,"로맨스소설 주간 23위, 소설/시/희곡 top100 2주",1
9791170611585 ,나의 사내연애 이야기,2024-07-25,2409,장진영,78,북다,6500,88,18920,92,9.4,6,25,로맨스소설 주간 42위,1
9791170611714 ,러브 누아르,2024-08-22,2540,한정현,78,북다,6500,84,18920,87,9.7,4,26,,1
9791170611783 ,이효석문학상 수상작품집 2024,2024-08-23,307,손보미,78,북다,15000,408,31175,530,9.6,2,26,,1
9791170611806 ,죽지 않고 어른이 되는 법,2024-09-05,530,강지영,78,북다,16800,256,26600,301,9.6,1,22,,1
9791170611844 ,횡단보도에서 수호천사를 만나 사랑에 빠진 이야기,2024-09-26,448,이희주,78,북다,6500,96,18920,95,9.7,1,17,로맨스소설 주간 40위,1
9791170611943 ,빛처럼 비지처럼,2024-10-25,548,이선진,78,북다,6500,88,18920,89,9.7,,18,로맨스소설 주간 38위,1
9791170611967 ,돼지의 피,2024-10-17,2449,나연만,78,북다,15500,316,26600,368,9.5,1,34,액션/스릴러소설 주간 43위,1
9791170612049 ,지나가는 것들,2024-11-28,327,김지연,78,북다,6500,88,18920,89,9.9,,14,로맨스소설 주간 37위,1
9791170612131 ,어느 순간을 가리키자면,2024-12-20,1711,예소연,78,북다,6500,80,18920,83,9.6,3,19,로맨스소설 주간 35위,1
9791170612179 ,뱅상 식탁,2025-01-13,330,설재인,78,북다,15800,268,26600,348,9.3,2,19,액션/스릴러소설 주간 36위,1
9791170800002 ,광개토태왕 담덕 6,2023-05-15,246,엄광용,79,새움,16500,344,24892,482,9.8,2,11,,1
9791170800187 ,광개토태왕 담덕 7,2023-07-28,246,엄광용,79,새움,16800,344,24892,490,9.8,2,9,,1
9791170800408 ,광개토태왕 담덕 8,2024-03-20,246,엄광용,79,새움,16800,344,24123,482,10,1,6,,1
9791170800477 ,신의 죽음,2024-03-30,46,김진명,79,새움,17500,364,27200,473,0,,,,1
9791170800583 ,광개토태왕 담덕 9,2024-08-25,246,엄광용,79,새움,17500,368,24123,515,10,,5,역사소설 주간 47위,1
9791170960447 ,습기,2023-09-15,2537,마태,67,해피북스투유,16800,328,26999,392,9.4,22,33,,1
9791170960706 ,메스를 든 사냥꾼,2023-11-13,2579,최이도,67,해피북스투유,16800,344,26999,405,9.6,9,59,,1
9791170962168 ,은하계 환승터미널 구멍가게,2024-07-09,2473,배인경,67,해피북스투유,16800,304,26999,360,9.9,13,24,,1
9791171210701 ,초소년,2024-06-28,2543,홍정기,80,빚은책들,16800,272,25216,354,9.6,3,14,,1
9791171250172 ,선택의 날,2023-08-29,114,정해연,14,시공사,15800,284,26390,328,9,1,5,,1
9791171250349 ,인류보호회사 1~5 세트 - 전5권,2023-08-25,2555,짤짤이,14,시공사,75000,2264,24700,2943,9.9,42,,,1
9791171251353 ,정해연의 날 3부작 세트 - 전3권,2023-09-07,114,정해연,14,시공사,48600,988,26390,1284,10,,1,,1
9791171711987 ,용의자들,2024-05-16,114,정해연,23,위즈덤하우스,15500,292,24064,292,9.5,9,26,,1
9791171713387 ,수신인도 발신인도 아닌 씨씨,2024-12-18,2589,권김현영,23,위즈덤하우스,13000,116,18000,165,9.5,4,1,,1
9791171717002 ,단단하고 녹슬지 않는,2024-02-21,2420,이혁진,23,위즈덤하우스,13000,200,18000,280,10,,8,,1
9791171717019 ,영희와 제임스,2024-07-10,314,강화길,23,위즈덤하우스,13000,84,18000,266,9,1,6,,1
9791171717026 ,루카스,2024-07-10,2545,이문영,23,위즈덤하우스,13000,96,18000,290,10,,1,,1
9791171717033 ,인현왕후의 회빙환을 위하여,2024-07-10,2433,현찬양,23,위즈덤하우스,13000,140,18000,218,7.6,4,1,,1
9791171717057 ,두더지 인간,2024-07-10,2450,김성중,23,위즈덤하우스,13000,124,18000,200,8.7,1,2,,1
9791171717064 ,라비우와 링과,2024-08-14,2425,김서해,23,위즈덤하우스,13000,128,18000,206,10,2,,,1
9791171717071 ,0000,2024-08-14,2445,임선우,23,위즈덤하우스,13000,100,18000,200,10,2,1,,1
9791171717088 ,바리,2024-08-14,329,듀나,23,위즈덤하우스,13000,88,18000,166,10,,1,,1
9791171717095 ,불멸의 인절미,2024-08-14,2499,한유리,23,위즈덤하우스,13000,112,18000,293,9.1,5,2,,1
9791171717132 ,창문,2024-09-11,924,정보라,23,위즈덤하우스,13000,96,18000,134,9.3,,3,,1
9791171717156 ,그때는,2024-10-14,412,이주란,23,위즈덤하우스,13000,120,18000,200,10,,1,,1
9791171717163 ,헤픈 것이다,2024-10-14,94,김보영,23,위즈덤하우스,13000,96,18000,290,8,,1,,1
9791171717187 ,"부오니시모, 나폴리",2024-10-14,446,정대건,23,위즈덤하우스,13000,108,18000,300,10,,2,,1
9791171717217 ,어떤 새의 이름을 아는 슬픈 너,2024-11-13,545,문보영,23,위즈덤하우스,13000,96,18000,277,9,1,1,,1
9791171717224 ,몸몸,2024-11-13,406,박서련,23,위즈덤하우스,13000,96,18000,54,0,,,,1
9791171717255 ,예감의 우주,2024-12-11,547,김나현,23,위즈덤하우스,13000,104,18000,300,0,,,,1
9791171717262 ,개구리가 되고 싶어,2024-12-11,578,김화진,23,위즈덤하우스,13000,88,18000,349,9.6,2,3,,1
9791171717279 ,계화의 여름,2025-01-08,2498,배명은,23,위즈덤하우스,13000,152,18000,338,0,,,,1
9791171717286 ,돈 안 쓰면 죽는 병,2025-01-08,2454,이두온,23,위즈덤하우스,13000,96,18000,285,9.2,4,1,,1
9791171717293 ,새해 연습,2025-01-08,327,김지연,23,위즈덤하우스,13000,120,18000,306,0,,,,1
9791172130374 ,원도,2024-03-30,395,최진영,37,한겨레출판,15000,248,24064,347,9.2,11,37,,1
9791172130404 ,가벼운 점심,2024-04-20,157,장은진,37,한겨레출판,16800,316,24064,316,9.4,7,29,,1
9791172130572 ,마르타의 일,2024-04-22,406,박서련,37,한겨레출판,16800,292,24064,377,8,,1,,1
9791172130633 ,입속 지느러미,2024-05-30,444,조예은,37,한겨레출판,15000,164,20680,164,9.6,8,16,,1
9791172130657 ,"식물, 상점",2024-06-20,2430,강민영,37,한겨레출판,15000,272,20680,272,9.2,8,8,,1
9791172130664 ,그 변기의 역학,2024-06-30,330,설재인,37,한겨레출판,15000,288,20680,288,9,5,8,,1
9791172130879 ,멜라닌,2024-07-25,1935,하승민,37,한겨레출판,16800,312,31920,406,9.8,27,24,,1
9791172131067 ,나의 아름다운 정원,2024-08-26,38,심윤경,37,한겨레출판,16800,380,31500,494,10,3,11,가족문학 주간 3위,1
9791172131524 ,킬러 문항 킬러 킬러,2024-11-15,261,이기호,37,한겨레출판,16800,232,24064,232,9.7,1,21,,1
9791172131692 ,체공녀 강주룡,2024-11-30,406,박서련,37,한겨레출판,16800,276,31500,359,9,2,,,1
9791173180187 ,루나시움 선물공장,2024-12-02,2453,정문경,81,그늘,18800,312,26000,367,10,3,4,,1
9791185585819 ,나는 슈뢰딩거의 고양이로소이다,2019-12-06,2559,원종우,82,아토포스,13600,196,24064,263,7.8,6,6,,1
9791186561911 ,내 마음은 바다에 있어,2024-11-22,2487,오지영,83,북노마드,15000,264,21620,310,10,3,6,,1
9791186686348 ,인생 우화,2018-07-30,2486,류시화,84,연금술사,16000,356,23749,529,8.6,18,50,,1
9791188545414 ,피구왕 서영,2019-01-16,2582,황유미,85,빌리버튼,12000,228,22200,268,9,5,37,,1
9791188547265 ,7인의 집행관,2023-07-31,94,김보영,86,폴라북스(현대문학),18500,560,33896,590,10,4,2,한국 과학소설 주간 30위,1
9791188547357 ,라비헴 폴리스 2049,2024-05-27,2455,박애진,86,폴라북스(현대문학),16800,260,26910,380,9.6,8,9,,1
9791188547371 ,2023년생,2024-08-19,329,듀나,86,폴라북스(현대문학),16800,228,26910,296,9.6,9,25,,1
9791188547401 ,달의 뒷면을 걷다,2024-10-25,1654,전혜진,86,폴라북스(현대문학),16800,216,26910,281,9.9,31,18,,1
9791188594245 ,모 이야기,2023-02-06,2434,최연주,87,엣눈북스(atnoonbooks),22000,168,20625,235,10,11,3,"그래픽노블 주간 11위, 소설/시/희곡 top100 11주",1
9791188810727 ,난주,2018-11-19,682,김소윤,20,은행나무,17800,344,31500,478,9.6,6,5,,1
9791188862290 ,지구에서 한아뿐,2019-07-31,60,정세랑,88,난다,13000,228,23312,295,8.4,105,108,,1
